2022-02-22 23:16:31.287 [main] INFO  by.mishastoma.customarray.service.CustomArraySortImpl - Bubble sort finished. Sorted array is: [-7, 0, 3, 4, 5, 5, 7, 8, 10, 11]
2022-02-22 23:16:31.287 [main] INFO  by.mishastoma.customarray.service.CustomArraySortImpl - Selection sort finished. Sorted array is: [-7, 0, 3, 4, 5, 5, 7, 8, 10, 11]
2022-02-22 23:16:31.287 [main] INFO  by.mishastoma.customarray.service.CustomArrayServiceImpl - Sum of elements: 46
2022-02-22 23:16:31.290 [main] INFO  by.mishastoma.customarray.service.CustomArrayServiceImpl - Average: 4,600000
2022-02-22 23:16:31.291 [main] INFO  by.mishastoma.customarray.service.CustomArrayServiceImpl - Average: 4.6, 4.6
2022-02-22 23:17:06.771 [main] INFO  App - Message
2022-02-22 23:17:06.776 [main] INFO  by.mishastoma.customarray.service.CustomArraySortImpl - Gnome sort finished. Sorted array is: [-7, 0, 3, 4, 5, 5, 7, 8, 10, 11]
2022-02-22 23:17:06.776 [main] INFO  by.mishastoma.customarray.service.CustomArraySortImpl - Bubble sort finished. Sorted array is: [-7, 0, 3, 4, 5, 5, 7, 8, 10, 11]
2022-02-22 23:17:06.777 [main] INFO  by.mishastoma.customarray.service.CustomArraySortImpl - Selection sort finished. Sorted array is: [-7, 0, 3, 4, 5, 5, 7, 8, 10, 11]
2022-02-22 23:17:06.777 [main] INFO  by.mishastoma.customarray.service.CustomArrayServiceImpl - Sum of elements: 46
2022-02-22 23:17:06.783 [main] INFO  by.mishastoma.customarray.service.CustomArrayServiceImpl - Average: 4,600000
2022-02-22 23:17:06.784 [main] INFO  by.mishastoma.customarray.service.CustomArrayServiceImpl - Average: 4.6, 4.6
2022-02-22 23:17:22.917 [main] INFO  App - Message
2022-02-22 23:17:22.919 [main] INFO  by.mishastoma.customarray.service.CustomArraySortImpl - Gnome sort finished. Sorted array is: [-7, 0, 3, 4, 5, 5, 7, 8, 10, 11]
2022-02-22 23:17:22.920 [main] INFO  by.mishastoma.customarray.service.CustomArraySortImpl - Bubble sort finished. Sorted array is: [-7, 0, 3, 4, 5, 5, 7, 8, 10, 11]
2022-02-22 23:17:22.920 [main] INFO  by.mishastoma.customarray.service.CustomArraySortImpl - Selection sort finished. Sorted array is: [-7, 0, 3, 4, 5, 5, 7, 8, 10, 11]
2022-02-22 23:17:22.920 [main] INFO  by.mishastoma.customarray.service.CustomArrayServiceImpl - Sum of elements: 46
2022-02-22 23:17:22.923 [main] INFO  by.mishastoma.customarray.service.CustomArrayServiceImpl - Average: 4,600000
2022-02-22 23:17:22.923 [main] INFO  by.mishastoma.customarray.service.CustomArrayServiceImpl - Average: 4.6, 4.6
2022-02-22 23:17:56.393 [main] INFO  App - Message
2022-02-22 23:17:56.396 [main] INFO  by.mishastoma.customarray.service.CustomArraySortImpl - Gnome sort finished. Sorted array is: 25323536373739404243
2022-02-22 23:17:56.396 [main] INFO  by.mishastoma.customarray.service.CustomArraySortImpl - Bubble sort finished. Sorted array is: [-7, 0, 3, 4, 5, 5, 7, 8, 10, 11]
2022-02-22 23:17:56.396 [main] INFO  by.mishastoma.customarray.service.CustomArraySortImpl - Selection sort finished. Sorted array is: [-7, 0, 3, 4, 5, 5, 7, 8, 10, 11]
2022-02-22 23:17:56.396 [main] INFO  by.mishastoma.customarray.service.CustomArrayServiceImpl - Sum of elements: 46
2022-02-22 23:17:56.399 [main] INFO  by.mishastoma.customarray.service.CustomArrayServiceImpl - Average: 4,600000
2022-02-22 23:17:56.399 [main] INFO  by.mishastoma.customarray.service.CustomArrayServiceImpl - Average: 4.6, 4.6
2022-02-22 23:21:58.879 [main] INFO  App - Message
2022-02-22 23:21:58.882 [main] INFO  by.mishastoma.customarray.service.CustomArraySortImpl - Gnome sort finished. Sorted array is: [-7, 0, 3, 4, 5, 5, 7, 8, 10, 11]
2022-02-22 23:21:58.882 [main] INFO  by.mishastoma.customarray.service.CustomArraySortImpl - Bubble sort finished. Sorted array is: [-7, 0, 3, 4, 5, 5, 7, 8, 10, 11]
2022-02-22 23:21:58.882 [main] INFO  by.mishastoma.customarray.service.CustomArraySortImpl - Selection sort finished. Sorted array is: [-7, 0, 3, 4, 5, 5, 7, 8, 10, 11]
2022-02-22 23:21:58.883 [main] INFO  by.mishastoma.customarray.service.CustomArrayServiceImpl - Sum of elements: 46
2022-02-22 23:21:58.884 [main] INFO  by.mishastoma.customarray.service.CustomArrayServiceImpl - Average: 4.6
2022-02-22 23:21:58.885 [main] INFO  by.mishastoma.customarray.service.CustomArrayServiceImpl - Number of negative elements: 1
2022-02-22 23:21:58.885 [main] INFO  by.mishastoma.customarray.service.CustomArrayServiceImpl - Number of positive elements: 8
2022-02-22 23:21:58.885 [main] INFO  by.mishastoma.customarray.service.CustomArrayServiceImpl - Sum of elements: 46
2022-02-22 23:21:58.885 [main] INFO  by.mishastoma.customarray.service.CustomArrayServiceImpl - Maximum element: 11
